id,order_id,product_id,quantity,unit_price,line_total
93,34,110,2,377.94,755.88
94,34,32,2,41.58,83.16
95,34,58,1,449.02,449.02
96,35,150,2,179.22,358.44
97,35,127,3,306.26,918.78
98,36,132,3,192.25,576.75
99,36,156,1,419.82,419.82
100,36,78,3,381.65,1144.95
101,36,60,3,471.21,1413.63
102,37,193,2,329.4,658.8
103,37,190,2,127.49,254.98
104,37,94,3,21.78,65.34
105,38,79,1,431.75,431.75
106,38,58,1,449.02,449.02
107,38,9,2,429.13,858.26
108,38,139,3,254.46,763.38
109,38,116,2,17.39,34.78
110,39,32,3,41.58,124.74
111,39,2,2,325.42,650.84
112,40,89,1,265.16,265.16
113,40,26,1,344.47,344.47
114,41,148,3,91.62,274.86
115,41,4,1,182.27,182.27
116,41,113,3,466.35,1399.05
117,41,36,1,39.37,39.37
118,42,145,1,125.32,125.32
119,42,72,3,474.33,1422.99
120,42,196,3,352.57,1057.71
121,43,28,2,425.43,850.86
122,43,56,3,446.2,1338.6
123,43,116,3,17.39,52.17
124,43,95,2,5.04,10.08
125,44,7,2,441.77,883.54
126,45,10,2,296.99,593.98
127,45,53,2,246.46,492.92
128,45,38,1,328.65,328.65
129,46,108,1,399.36,399.36
130,46,140,1,424.4,424.4
131,46,45,3,113.09,339.27
132,46,90,2,111.37,222.74
133,47,111,3,462.31,1386.93
134,48,110,3,377.94,1133.82
135,48,88,2,158.31,316.62
136,48,163,1,68.11,68.11
137,49,146,1,14.03,14.03
138,50,59,1,251.95,251.95
139,50,172,1,403.28,403.28
140,50,135,3,200.46,601.38
141,50,83,2,130.33,260.66
142,51,106,3,424.66,1273.98
143,51,57,3,93.55,280.65
144,51,2,3,325.42,976.26
145,52,43,2,196.83,393.66
146,52,167,1,57.79,57.79
147,53,124,2,79.78,159.56
148,54,177,3,170.37,511.11
149,55,34,1,347.25,347.25
150,55,39,1,482.82,482.82
151,55,59,2,251.95,503.9
152,55,176,1,178.07,178.07
153,55,78,1,381.65,381.65
154,56,164,2,442.76,885.52
155,56,65,2,316.49,632.98
156,57,118,2,99.93,199.86
157,58,9,3,429.13,1287.39
158,58,35,3,134.64,403.92
159,58,180,1,28.19,28.19
160,58,13,3,79.51,238.53
161,59,133,1,178.04,178.04
162,59,10,2,296.99,593.98
163,59,160,3,160.25,480.75
164,59,7,2,441.77,883.54
165,59,80,2,180.31,360.62
166,60,176,2,178.07,356.14
167,60,101,2,445.11,890.22
168,61,48,3,10.89,32.67
169,61,133,1,178.04,178.04
170,62,161,1,211.99,211.99
171,62,169,3,393.4,1180.2
172,63,27,3,383.81,1151.43
173,64,107,3,425.5,1276.5
174,64,104,3,290.73,872.19
175,64,147,3,368.22,1104.66
176,64,58,3,449.02,1347.06
177,64,84,1,319.39,319.39
178,65,108,1,399.36,399.36
179,65,170,2,208.32,416.64
180,65,48,2,10.89,21.78
181,65,129,1,178.0,178.0
182,66,84,1,319.39,319.39
183,66,76,3,379.95,1139.85
184,66,103,3,270.2,810.6
185,66,10,2,296.99,593.98
186,66,52,1,147.99,147.99
187,67,47,2,20.8,41.6
188,67,168,1,405.34,405.34
189,67,185,2,39.96,79.92
190,67,144,1,345.99,345.99
191,67,110,3,377.94,1133.82
192,68,141,3,451.75,1355.25
193,68,157,3,137.91,413.73
194,68,148,3,91.62,274.86
195,68,132,2,192.25,384.5
196,68,24,1,66.05,66.05
197,69,108,2,399.36,798.72
198,69,56,2,446.2,892.4
199,69,18,1,262.97,262.97
200,70,174,3,252.65,757.95
201,70,141,3,451.75,1355.25
202,71,166,3,357.4,1072.2
203,71,23,3,18.5,55.5
204,71,178,1,123.68,123.68
205,72,165,1,319.9,319.9
206,73,179,2,352.52,705.04
207,73,99,3,468.55,1405.65
208,73,72,3,474.33,1422.99
209,73,120,1,196.08,196.08
210,73,135,1,200.46,200.46
211,74,175,2,104.48,208.96
212,74,199,3,114.38,343.14
213,74,108,2,399.36,798.72
214,74,176,2,178.07,356.14
215,75,13,3,79.51,238.53
216,76,93,2,261.86,523.72
217,76,155,1,495.66,495.66
218,76,30,3,35.43,106.29
219,76,109,1,181.06,181.06
220,76,114,1,185.49,185.49
221,77,109,1,181.06,181.06
222,77,70,3,420.12,1260.36
223,77,4,2,182.27,364.54
224,77,9,3,429.13,1287.39
225,78,88,2,158.31,316.62
226,78,12,1,366.85,366.85
227,78,53,3,246.46,739.38
228,79,128,1,38.67,38.67
229,80,99,1,468.55,468.55
230,80,136,2,204.67,409.34
231,80,86,1,74.62,74.62
232,81,63,3,46.73,140.19
233,81,167,3,57.79,173.37
234,82,138,1,134.72,134.72
235,83,129,3,178.0,534.0
236,83,35,2,134.64,269.28
237,84,123,1,104.34,104.34
238,84,191,3,183.56,550.68
239,84,102,1,456.55,456.55
240,85,120,3,196.08,588.24
241,85,129,2,178.0,356.0
242,85,134,2,380.6,761.2
243,86,3,2,317.36,634.72
244,87,171,2,223.91,447.82
245,87,134,3,380.6,1141.8
246,87,90,1,111.37,111.37
247,88,134,3,380.6,1141.8
248,88,138,3,134.72,404.16
249,88,53,1,246.46,246.46
250,88,50,2,330.43,660.86
251,88,186,3,282.61,847.83
252,89,43,1,196.83,196.83
253,89,69,3,376.24,1128.72
254,89,130,2,42.81,85.62
255,90,131,2,349.92,699.84
256,90,21,1,32.69,32.69
257,91,121,3,42.02,126.06
258,91,37,3,197.34,592.02
259,91,61,2,213.16,426.32
260,91,105,2,484.09,968.18
261,92,171,3,223.91,671.73
262,92,187,3,116.08,348.24
263,92,22,2,115.39,230.78
264,92,47,1,20.8,20.8
265,92,74,2,389.64,779.28
266,93,174,3,252.65,757.95
267,93,165,1,319.9,319.9
268,93,69,1,376.24,376.24
269,94,57,2,93.55,187.1
270,94,6,2,419.08,838.16
271,94,97,1,212.44,212.44
272,94,111,2,462.31,924.62
273,95,99,2,468.55,937.1
274,95,130,1,42.81,42.81
275,95,174,3,252.65,757.95
276,95,180,1,28.19,28.19
277,96,22,1,115.39,115.39
278,96,55,2,416.67,833.34
279,96,66,3,403.4,1210.2
280,96,33,2,470.13,940.26
281,97,36,2,39.37,78.74
282,98,65,1,316.49,316.49
283,98,42,3,495.72,1487.16
284,99,63,1,46.73,46.73
285,99,130,3,42.81,128.43
286,99,151,2,77.27,154.54
287,99,195,2,480.1,960.2
288,99,77,2,52.44,104.88
289,100,139,2,254.46,508.92
290,100,136,3,204.67,614.01
291,100,126,1,264.85,264.85
292,100,147,1,368.22,368.22
293,100,40,2,316.52,633.04
294,101,89,3,265.16,795.48
295,101,147,3,368.22,1104.66
296,101,174,1,252.65,252.65
297,101,23,3,18.5,55.5
298,101,160,2,160.25,320.5
299,102,12,1,366.85,366.85
300,103,169,2,393.4,786.8
301,103,96,2,51.07,102.14
302,103,86,2,74.62,149.24
303,103,142,2,138.34,276.68
304,104,110,3,377.94,1133.82
305,104,149,1,437.3,437.3
306,104,88,3,158.31,474.93
307,104,104,1,290.73,290.73
308,105,84,3,319.39,958.17
309,105,46,3,100.77,302.31
310,106,119,3,241.54,724.62
311,106,160,2,160.25,320.5
312,106,197,1,137.52,137.52
313,107,169,1,393.4,393.4
314,107,2,3,325.42,976.26
315,107,110,2,377.94,755.88
316,107,107,2,425.5,851.0
317,107,173,2,178.5,357.0
318,108,160,2,160.25,320.5
319,108,50,2,330.43,660.86
320,108,164,3,442.76,1328.28
321,108,20,3,334.23,1002.69
322,109,110,2,377.94,755.88
323,109,163,1,68.11,68.11
324,109,191,3,183.56,550.68
325,109,147,2,368.22,736.44
326,110,146,3,14.03,42.09
327,111,101,3,445.11,1335.33
328,111,187,3,116.08,348.24
329,111,55,1,416.67,416.67
330,111,61,3,213.16,639.48
331,111,11,2,204.07,408.14
332,112,41,3,443.65,1330.95
333,113,88,2,158.31,316.62
334,113,147,1,368.22,368.22
335,113,61,1,213.16,213.16
336,114,158,3,180.49,541.47
337,114,82,1,342.07,342.07
338,114,176,2,178.07,356.14
339,115,21,2,32.69,65.38
340,115,80,2,180.31,360.62
341,116,144,3,345.99,1037.97
342,116,72,2,474.33,948.66
343,116,164,3,442.76,1328.28
344,116,123,1,104.34,104.34
345,117,16,1,249.01,249.01
346,117,59,3,251.95,755.85
347,117,74,2,389.64,779.28
348,117,182,2,207.05,414.1
349,117,152,1,366.64,366.64
350,118,60,3,471.21,1413.63
351,118,35,1,134.64,134.64
352,118,56,3,446.2,1338.6
353,118,18,3,262.97,788.91
354,119,94,3,21.78,65.34
355,120,118,1,99.93,99.93
356,120,83,1,130.33,130.33
357,121,16,2,249.01,498.02
358,121,9,3,429.13,1287.39
359,121,123,3,104.34,313.02
360,121,135,3,200.46,601.38
361,122,146,3,14.03,42.09
362,123,34,2,347.25,694.5
363,123,95,2,5.04,10.08
364,123,121,2,42.02,84.04
365,123,73,3,95.98,287.94
366,124,119,3,241.54,724.62
367,125,93,1,261.86,261.86
368,125,55,1,416.67,416.67
369,125,111,1,462.31,462.31
370,125,15,1,116.58,116.58
371,125,4,1,182.27,182.27
372,126,3,2,317.36,634.72
373,126,25,1,161.69,161.69
374,126,39,1,482.82,482.82
375,126,113,3,466.35,1399.05
376,126,157,3,137.91,413.73
377,127,17,2,341.0,682.0
378,127,15,3,116.58,349.74
379,127,48,3,10.89,32.67
380,127,57,3,93.55,280.65
381,128,151,2,77.27,154.54
382,128,81,3,207.27,621.81
383,128,182,3,207.05,621.15
384,129,59,2,251.95,503.9
385,130,146,1,14.03,14.03
386,130,38,1,328.65,328.65
387,130,144,1,345.99,345.99
388,131,100,3,192.33,576.99
389,131,115,3,106.18,318.54
390,131,101,3,445.11,1335.33
391,131,104,3,290.73,872.19
392,131,136,2,204.67,409.34
393,132,109,1,181.06,181.06
394,133,25,3,161.69,485.07
395,133,122,1,49.92,49.92
396,133,24,2,66.05,132.1
397,134,64,2,300.03,600.06
398,134,129,2,178.0,356.0
399,135,67,3,311.01,933.03
400,135,4,1,182.27,182.27
401,135,84,3,319.39,958.17
402,135,68,1,14.49,14.49
403,136,186,3,282.61,847.83
404,136,121,1,42.02,42.02
405,137,144,3,345.99,1037.97
406,138,28,3,425.43,1276.29
407,138,140,3,424.4,1273.2
408,138,56,2,446.2,892.4
409,138,163,3,68.11,204.33
410,138,15,2,116.58,233.16
411,139,159,2,411.07,822.14
412,139,167,1,57.79,57.79
413,140,88,2,158.31,316.62
414,140,75,3,21.04,63.12
415,141,34,2,347.25,694.5
416,141,78,2,381.65,763.3
417,141,122,3,49.92,149.76
418,141,97,3,212.44,637.32
419,142,144,1,345.99,345.99
420,142,198,1,217.54,217.54
421,143,7,1,441.77,441.77
422,143,192,1,126.83,126.83
423,143,200,1,397.16,397.16
424,143,18,1,262.97,262.97
425,144,18,1,262.97,262.97
426,144,106,3,424.66,1273.98
427,144,199,2,114.38,228.76
428,145,42,2,495.72,991.44
429,145,159,3,411.07,1233.21
430,145,187,3,116.08,348.24
431,145,113,1,466.35,466.35
432,145,131,3,349.92,1049.76
433,146,110,1,377.94,377.94
434,146,189,3,133.6,400.8
435,146,134,1,380.6,380.6
436,147,19,2,356.82,713.64
437,147,32,1,41.58,41.58
438,147,24,1,66.05,66.05
439,147,50,2,330.43,660.86
440,148,132,3,192.25,576.75
441,148,79,3,431.75,1295.25
442,148,107,3,425.5,1276.5
443,148,7,1,441.77,441.77
444,149,197,2,137.52,275.04
445,149,75,2,21.04,42.08
446,150,118,3,99.93,299.79
447,150,64,2,300.03,600.06
448,151,18,2,262.97,525.94
449,151,150,1,179.22,179.22
450,152,125,1,43.74,43.74
451,153,42,3,495.72,1487.16
452,153,39,3,482.82,1448.46
453,153,27,2,383.81,767.62
454,154,124,2,79.78,159.56
455,154,135,3,200.46,601.38
456,154,99,1,468.55,468.55
457,154,113,1,466.35,466.35
458,155,86,2,74.62,149.24
459,155,98,3,128.3,384.9
460,155,97,1,212.44,212.44
461,156,12,1,366.85,366.85
462,156,82,2,342.07,684.14
463,156,164,2,442.76,885.52
464,156,200,1,397.16,397.16
465,157,88,1,158.31,158.31
466,157,138,1,134.72,134.72
467,157,170,1,208.32,208.32
468,157,157,3,137.91,413.73
469,158,150,1,179.22,179.22
470,158,94,2,21.78,43.56
471,158,52,1,147.99,147.99
472,158,165,2,319.9,639.8
473,159,187,2,116.08,232.16
474,159,164,2,442.76,885.52
475,159,11,2,204.07,408.14
476,159,139,1,254.46,254.46
477,159,47,1,20.8,20.8
478,160,75,1,21.04,21.04
479,161,104,3,290.73,872.19
480,161,21,3,32.69,98.07
481,161,102,1,456.55,456.55
482,162,18,3,262.97,788.91
483,162,156,1,419.82,419.82
484,163,164,2,442.76,885.52
485,163,40,1,316.52,316.52
486,163,174,1,252.65,252.65
487,163,57,2,93.55,187.1
488,164,65,3,316.49,949.47
489,164,32,2,41.58,83.16
490,165,125,2,43.74,87.48
491,165,161,2,211.99,423.98
492,165,74,3,389.64,1168.92
493,165,157,1,137.91,137.91
494,165,170,1,208.32,208.32
495,166,185,2,39.96,79.92
496,167,84,1,319.39,319.39
497,167,185,2,39.96,79.92
498,168,171,3,223.91,671.73
499,168,195,1,480.1,480.1
500,168,72,1,474.33,474.33
501,168,98,3,128.3,384.9
502,169,79,2,431.75,863.5
503,170,125,1,43.74,43.74
504,171,56,2,446.2,892.4
505,171,70,2,420.12,840.24
506,171,9,2,429.13,858.26
507,171,136,2,204.67,409.34
508,171,77,1,52.44,52.44
509,172,85,3,442.84,1328.52
510,172,112,3,207.43,622.29
511,172,24,1,66.05,66.05
512,172,67,3,311.01,933.03
513,172,179,3,352.52,1057.56
514,173,180,3,28.19,84.57
515,173,3,2,317.36,634.72
516,173,111,2,462.31,924.62
517,173,72,1,474.33,474.33
518,173,137,1,362.05,362.05
519,174,9,1,429.13,429.13
520,174,156,3,419.82,1259.46
521,174,192,2,126.83,253.66
522,175,12,3,366.85,1100.55
523,175,188,3,248.64,745.92
524,175,71,3,142.99,428.97
525,175,169,1,393.4,393.4
526,176,146,2,14.03,28.06
527,176,149,1,437.3,437.3
528,176,168,1,405.34,405.34
529,176,75,2,21.04,42.08
530,176,96,1,51.07,51.07
531,177,135,1,200.46,200.46
532,177,22,2,115.39,230.78
533,178,124,3,79.78,239.34
534,179,176,2,178.07,356.14
535,179,11,2,204.07,408.14
536,179,51,1,93.23,93.23
537,180,170,2,208.32,416.64
538,180,60,2,471.21,942.42
539,180,172,3,403.28,1209.84
540,181,80,3,180.31,540.93
541,181,139,3,254.46,763.38
542,181,77,1,52.44,52.44
543,181,17,3,341.0,1023.0
544,181,98,3,128.3,384.9
545,182,90,3,111.37,334.11
546,183,94,1,21.78,21.78
547,183,126,1,264.85,264.85
548,183,35,1,134.64,134.64
549,183,19,2,356.82,713.64
550,183,178,3,123.68,371.04
551,184,108,3,399.36,1198.08
552,184,192,3,126.83,380.49
553,184,96,2,51.07,102.14
554,184,133,3,178.04,534.12
555,185,54,2,472.3,944.6
556,185,150,1,179.22,179.22
557,185,103,2,270.2,540.4
558,185,93,2,261.86,523.72
559,185,121,2,42.02,84.04
560,186,52,1,147.99,147.99
561,186,87,2,269.86,539.72
562,187,115,3,106.18,318.54
563,187,116,2,17.39,34.78
564,188,89,3,265.16,795.48
565,189,10,1,296.99,296.99
566,189,122,3,49.92,149.76
567,189,74,1,389.64,389.64
568,189,145,3,125.32,375.96
569,189,101,1,445.11,445.11
570,190,147,1,368.22,368.22
571,191,193,3,329.4,988.2
572,191,64,2,300.03,600.06
573,191,165,2,319.9,639.8
574,191,30,2,35.43,70.86
575,192,92,1,69.63,69.63
576,192,12,2,366.85,733.7
577,192,76,1,379.95,379.95
578,192,117,1,246.19,246.19
579,192,34,3,347.25,1041.75
580,193,156,1,419.82,419.82
581,193,78,3,381.65,1144.95
582,194,73,1,95.98,95.98
583,194,102,3,456.55,1369.65
584,195,16,3,249.01,747.03
585,196,130,2,42.81,85.62
586,196,11,2,204.07,408.14
587,196,178,2,123.68,247.36
588,196,43,1,196.83,196.83
589,197,178,1,123.68,123.68
590,197,12,1,366.85,366.85
591,198,62,1,280.18,280.18
592,198,102,2,456.55,913.1
593,198,45,2,113.09,226.18
594,199,56,3,446.2,1338.6
595,199,168,2,405.34,810.68
596,199,152,2,366.64,733.28
597,200,73,2,95.98,191.96
598,200,141,3,451.75,1355.25
599,200,89,2,265.16,530.32
600,200,78,1,381.65,381.65
601,200,10,2,296.99,593.98
602,201,43,1,196.83,196.83
603,201,157,1,137.91,137.91
604,201,159,3,411.07,1233.21
605,202,158,2,180.49,360.98
606,202,45,3,113.09,339.27
607,202,92,2,69.63,139.26
608,202,44,3,477.15,1431.45
609,203,128,1,38.67,38.67
610,203,64,3,300.03,900.09
611,203,43,2,196.83,393.66
612,204,51,3,93.23,279.69
613,205,133,2,178.04,356.08
614,205,102,3,456.55,1369.65
615,206,136,2,204.67,409.34
616,206,191,2,183.56,367.12
617,207,176,3,178.07,534.21
618,207,51,3,93.23,279.69
619,207,124,1,79.78,79.78
620,207,13,2,79.51,159.02
621,208,6,2,419.08,838.16
622,208,193,3,329.4,988.2
623,208,67,3,311.01,933.03
624,208,100,2,192.33,384.66
625,209,128,1,38.67,38.67
626,210,27,2,383.81,767.62
627,210,82,3,342.07,1026.21
628,210,65,3,316.49,949.47
629,210,39,3,482.82,1448.46
630,210,185,2,39.96,79.92
631,211,47,1,20.8,20.8
632,211,116,2,17.39,34.78
633,212,47,2,20.8,41.6
634,212,198,2,217.54,435.08
635,212,97,2,212.44,424.88
636,212,187,2,116.08,232.16
637,213,176,1,178.07,178.07
638,214,103,1,270.2,270.2
639,214,54,1,472.3,472.3
640,214,3,3,317.36,952.08
641,214,176,1,178.07,178.07
642,215,158,2,180.49,360.98
643,215,197,1,137.52,137.52
644,215,68,2,14.49,28.98
645,215,172,2,403.28,806.56
646,215,108,2,399.36,798.72
647,216,76,3,379.95,1139.85
648,216,57,2,93.55,187.1
649,216,59,2,251.95,503.9
650,217,35,1,134.64,134.64
651,217,9,3,429.13,1287.39
652,218,115,1,106.18,106.18
653,218,29,3,139.7,419.1
654,218,113,1,466.35,466.35
655,219,178,1,123.68,123.68
656,219,50,1,330.43,330.43
657,220,44,3,477.15,1431.45
658,220,7,3,441.77,1325.31
659,220,185,1,39.96,39.96
660,221,133,3,178.04,534.12
661,222,25,1,161.69,161.69
662,222,56,1,446.2,446.2
663,222,149,3,437.3,1311.9
664,222,117,2,246.19,492.38
665,223,29,3,139.7,419.1
666,223,176,1,178.07,178.07
667,223,115,2,106.18,212.36
668,223,111,1,462.31,462.31
669,223,174,1,252.65,252.65
670,224,194,1,63.18,63.18
671,224,25,2,161.69,323.38
672,224,155,3,495.66,1486.98
673,225,34,3,347.25,1041.75
674,225,194,3,63.18,189.54
675,225,116,1,17.39,17.39
676,226,123,2,104.34,208.68
677,226,21,3,32.69,98.07
678,226,8,2,174.15,348.3
679,226,88,1,158.31,158.31
680,227,87,3,269.86,809.58
681,227,107,2,425.5,851.0
682,227,16,3,249.01,747.03
683,227,157,1,137.91,137.91
684,227,57,2,93.55,187.1
685,228,13,2,79.51,159.02
686,228,33,2,470.13,940.26
687,228,151,3,77.27,231.81
688,228,200,2,397.16,794.32
689,228,121,1,42.02,42.02
690,229,106,3,424.66,1273.98
691,229,113,3,466.35,1399.05
692,230,188,1,248.64,248.64
693,230,73,1,95.98,95.98
694,230,93,1,261.86,261.86
695,231,113,2,466.35,932.7
696,231,195,1,480.1,480.1
697,231,163,1,68.11,68.11
698,231,84,3,319.39,958.17
699,231,170,3,208.32,624.96
700,232,53,3,246.46,739.38
701,232,82,3,342.07,1026.21
702,233,93,3,261.86,785.58
703,233,89,2,265.16,530.32
704,233,98,2,128.3,256.6
705,233,72,1,474.33,474.33
706,233,173,2,178.5,357.0
707,234,134,1,380.6,380.6
708,235,75,3,21.04,63.12
709,236,68,1,14.49,14.49
710,236,180,3,28.19,84.57
711,236,77,1,52.44,52.44
712,237,16,1,249.01,249.01
713,238,31,3,376.4,1129.2
714,238,188,3,248.64,745.92
715,238,21,3,32.69,98.07
716,239,109,2,181.06,362.12
717,240,75,1,21.04,21.04
718,240,108,1,399.36,399.36
719,240,60,2,471.21,942.42
720,240,150,2,179.22,358.44
721,240,127,1,306.26,306.26
722,241,4,1,182.27,182.27
723,241,54,1,472.3,472.3
724,241,70,2,420.12,840.24
725,241,101,1,445.11,445.11
726,241,49,1,351.75,351.75
727,242,162,3,134.66,403.98
728,242,3,1,317.36,317.36
729,242,30,3,35.43,106.29
730,243,89,3,265.16,795.48
731,243,129,1,178.0,178.0
732,244,56,3,446.2,1338.6
733,244,36,1,39.37,39.37
734,244,39,2,482.82,965.64
735,244,28,1,425.43,425.43
736,244,59,1,251.95,251.95
737,245,122,2,49.92,99.84
738,245,156,2,419.82,839.64
739,245,33,1,470.13,470.13
740,246,72,1,474.33,474.33
741,246,57,1,93.55,93.55
742,246,139,3,254.46,763.38
743,247,42,3,495.72,1487.16
744,247,131,1,349.92,349.92
745,248,156,3,419.82,1259.46
746,248,97,1,212.44,212.44
747,249,106,3,424.66,1273.98
748,249,92,3,69.63,208.89
749,250,128,3,38.67,116.01
750,250,92,1,69.63,69.63
751,250,65,2,316.49,632.98
752,250,97,2,212.44,424.88
753,251,73,1,95.98,95.98
754,251,31,3,376.4,1129.2
755,251,103,2,270.2,540.4
756,252,19,3,356.82,1070.46
757,253,78,1,381.65,381.65
758,254,29,3,139.7,419.1
759,254,88,3,158.31,474.93
760,254,75,1,21.04,21.04
761,255,143,2,279.05,558.1
762,255,125,2,43.74,87.48
763,255,97,2,212.44,424.88
764,255,199,2,114.38,228.76
765,255,145,1,125.32,125.32
766,256,96,1,51.07,51.07
767,256,68,3,14.49,43.47
768,256,25,2,161.69,323.38
769,256,17,2,341.0,682.0
770,257,159,1,411.07,411.07
771,257,185,2,39.96,79.92
772,257,117,2,246.19,492.38
773,257,155,3,495.66,1486.98
774,257,144,3,345.99,1037.97
775,258,140,2,424.4,848.8
776,258,120,2,196.08,392.16
777,258,123,3,104.34,313.02
778,258,125,1,43.74,43.74
779,258,126,1,264.85,264.85
780,259,149,2,437.3,874.6
781,259,87,3,269.86,809.58
782,259,171,1,223.91,223.91
783,259,147,3,368.22,1104.66
784,259,200,1,397.16,397.16
785,260,139,3,254.46,763.38
786,260,91,3,104.85,314.55
787,260,107,1,425.5,425.5
788,260,199,1,114.38,114.38
789,261,58,1,449.02,449.02
790,261,161,3,211.99,635.97
791,262,122,2,49.92,99.84
792,262,93,2,261.86,523.72
793,262,120,3,196.08,588.24
794,262,102,2,456.55,913.1
795,263,38,1,328.65,328.65
796,263,18,2,262.97,525.94
797,263,90,1,111.37,111.37
798,263,82,2,342.07,684.14
799,263,64,1,300.03,300.03
800,264,53,1,246.46,246.46
801,264,108,1,399.36,399.36
802,265,92,1,69.63,69.63
803,265,164,3,442.76,1328.28
804,265,84,1,319.39,319.39
805,266,98,2,128.3,256.6
806,266,190,1,127.49,127.49
807,266,187,2,116.08,232.16
808,266,117,3,246.19,738.57
809,267,133,3,178.04,534.12
810,267,60,3,471.21,1413.63
811,268,64,1,300.03,300.03
812,268,15,2,116.58,233.16
813,268,10,3,296.99,890.97
814,268,4,3,182.27,546.81
815,268,161,1,211.99,211.99
816,269,170,3,208.32,624.96
817,269,14,3,149.23,447.69
818,269,182,3,207.05,621.15
819,270,57,1,93.55,93.55
820,270,126,3,264.85,794.55
821,270,32,2,41.58,83.16
822,270,190,2,127.49,254.98
823,271,194,3,63.18,189.54
824,271,7,2,441.77,883.54
825,271,161,3,211.99,635.97
826,272,181,3,39.15,117.45
827,272,167,2,57.79,115.58
828,272,20,2,334.23,668.46
829,273,102,2,456.55,913.1
830,273,147,3,368.22,1104.66
831,273,63,3,46.73,140.19
832,273,45,3,113.09,339.27
833,274,69,1,376.24,376.24
834,274,140,1,424.4,424.4
835,275,104,1,290.73,290.73
836,275,35,3,134.64,403.92
837,275,118,3,99.93,299.79
838,275,175,3,104.48,313.44
839,275,183,2,152.63,305.26
840,276,104,2,290.73,581.46
841,277,159,3,411.07,1233.21
842,277,33,1,470.13,470.13
843,278,177,3,170.37,511.11
844,278,121,2,42.02,84.04
845,278,98,3,128.3,384.9
846,278,61,3,213.16,639.48
847,279,102,2,456.55,913.1
848,279,101,3,445.11,1335.33
849,279,74,1,389.64,389.64
850,279,69,3,376.24,1128.72
851,280,29,2,139.7,279.4
852,281,186,1,282.61,282.61
853,281,96,2,51.07,102.14
854,282,125,2,43.74,87.48
855,282,95,1,5.04,5.04
856,282,99,2,468.55,937.1
857,283,128,3,38.67,116.01
858,283,2,3,325.42,976.26
859,284,23,1,18.5,18.5
860,284,141,1,451.75,451.75
861,285,31,1,376.4,376.4
862,285,41,3,443.65,1330.95
863,285,104,1,290.73,290.73
864,285,20,1,334.23,334.23
865,286,119,3,241.54,724.62
