id,user_id,created_at,total_amount,status,country,payment_method
174,575,2025-11-28 08:05:26,1942.25,shipped,GBR,stripe
175,858,2025-11-28 08:04:16,2668.84,paid,GBR,paypal
176,194,2025-11-28 08:02:40,963.85,pending,AUS,stripe
177,843,2025-11-28 08:06:06,431.24,delivered,CAN,stripe
178,41,2025-11-28 08:07:23,239.34,shipped,ESP,credit_card
179,733,2025-11-28 08:05:14,857.51,shipped,ESP,stripe
180,590,2025-11-28 08:03:06,2568.9,shipped,USA,stripe
181,575,2025-11-28 08:04:50,2764.65,shipped,GBR,stripe
182,747,2025-11-28 08:02:20,334.11,delivered,ITA,paypal
183,53,2025-11-28 08:04:22,1505.95,paid,GBR,credit_card
184,350,2025-11-28 08:05:27,2214.83,shipped,FRA,stripe
185,918,2025-11-28 08:05:57,2271.98,shipped,DEU,stripe
186,630,2025-11-28 08:02:33,687.71,delivered,DEU,credit_card
187,94,2025-11-28 08:06:03,353.32,paid,DEU,stripe
188,975,2025-11-28 08:04:26,795.48,paid,ITA,paypal
189,124,2025-11-28 08:05:11,1657.46,delivered,FRA,credit_card
190,542,2025-11-28 08:06:09,368.22,delivered,CAN,stripe
191,20,2025-11-28 08:05:58,2298.92,paid,CAN,paypal
192,393,2025-11-28 08:06:26,2471.22,delivered,CAN,stripe
193,777,2025-11-28 08:07:36,1564.77,paid,FRA,credit_card
194,549,2025-11-28 08:05:00,1465.63,delivered,GBR,paypal
195,852,2025-11-28 08:05:27,747.03,shipped,ITA,stripe
196,905,2025-11-28 08:01:43,937.95,shipped,ESP,paypal
197,959,2025-11-28 08:04:11,490.53,delivered,DEU,paypal
198,67,2025-11-28 08:07:18,1419.46,shipped,USA,paypal
199,276,2025-11-28 08:06:38,2882.56,paid,CAN,credit_card
200,601,2025-11-28 08:06:33,3053.16,shipped,AUS,credit_card
201,353,2025-11-28 08:03:42,1567.95,shipped,USA,stripe
202,24,2025-11-28 08:03:34,2270.96,paid,USA,stripe
203,859,2025-11-28 08:06:26,1332.42,cancelled,ITA,paypal
204,101,2025-11-28 08:02:42,279.69,shipped,CAN,paypal
205,64,2025-11-28 08:07:25,1725.73,shipped,ITA,stripe
206,937,2025-11-28 08:04:09,776.46,paid,USA,credit_card
207,215,2025-11-28 08:06:26,1052.7,shipped,FRA,stripe
208,375,2025-11-28 08:02:43,3144.05,paid,USA,stripe
209,881,2025-11-28 08:04:29,38.67,paid,AUS,paypal
210,289,2025-11-28 08:07:21,4271.68,pending,AUS,stripe
211,285,2025-11-28 08:02:27,55.58,cancelled,FRA,paypal
212,813,2025-11-28 08:04:39,1133.72,delivered,USA,stripe
213,464,2025-11-28 08:06:05,178.07,pending,CAN,credit_card
214,373,2025-11-28 08:05:41,1872.65,paid,ESP,stripe
215,752,2025-11-28 08:03:21,2132.76,paid,USA,stripe
216,216,2025-11-28 08:06:09,1830.85,shipped,ITA,stripe
217,704,2025-11-28 08:04:29,1422.03,cancelled,DEU,credit_card
218,453,2025-11-28 08:05:53,991.63,shipped,DEU,stripe
219,553,2025-11-28 08:07:39,454.11,shipped,DEU,paypal
220,237,2025-11-28 08:01:58,2796.72,delivered,ESP,stripe
221,250,2025-11-28 08:07:07,534.12,paid,ESP,paypal
222,648,2025-11-28 08:07:05,2412.17,shipped,CAN,stripe
223,847,2025-11-28 08:05:00,1524.49,paid,CAN,credit_card
224,519,2025-11-28 08:04:32,1873.54,shipped,USA,paypal
225,116,2025-11-28 08:02:03,1248.68,delivered,AUS,paypal
226,737,2025-11-28 08:03:37,813.36,shipped,ESP,stripe
227,45,2025-11-28 08:06:54,2732.62,delivered,ITA,stripe
228,696,2025-11-28 08:04:01,2167.43,delivered,USA,paypal
229,455,2025-11-28 08:07:16,2673.03,delivered,USA,paypal
230,541,2025-11-28 08:06:07,606.48,shipped,ITA,paypal
231,198,2025-11-28 08:07:04,3064.04,pending,AUS,stripe
232,260,2025-11-28 08:02:18,1765.59,paid,DEU,stripe
233,861,2025-11-28 08:05:19,2403.83,paid,GBR,paypal
234,314,2025-11-28 08:06:53,380.6,paid,AUS,stripe
235,384,2025-11-28 08:07:36,63.12,paid,DEU,credit_card
236,55,2025-11-28 08:06:54,151.5,delivered,AUS,paypal
237,658,2025-11-28 08:06:49,249.01,shipped,ITA,paypal
238,665,2025-11-28 08:06:46,1973.19,paid,DEU,paypal
239,152,2025-11-28 08:03:35,362.12,cancelled,GBR,paypal
240,290,2025-11-28 08:03:17,2027.52,paid,DEU,paypal
241,757,2025-11-28 08:07:26,2291.67,cancelled,ITA,stripe
242,942,2025-11-28 08:06:46,827.63,delivered,ESP,paypal
243,937,2025-11-28 08:04:24,973.48,shipped,USA,credit_card
244,75,2025-11-28 08:04:32,3020.99,shipped,USA,paypal
245,878,2025-11-28 08:05:56,1409.61,delivered,ITA,stripe
246,757,2025-11-28 08:04:02,1331.26,delivered,ITA,stripe
247,693,2025-11-28 08:05:23,1837.08,paid,FRA,paypal
248,176,2025-11-28 08:01:53,1471.9,delivered,FRA,credit_card
249,551,2025-11-28 08:03:11,1482.87,shipped,AUS,stripe
250,298,2025-11-28 08:06:12,1243.5,delivered,AUS,credit_card
251,179,2025-11-28 08:04:34,1765.58,paid,AUS,paypal
252,679,2025-11-28 08:03:02,1070.46,delivered,CAN,credit_card
253,729,2025-11-28 08:04:51,381.65,delivered,ESP,stripe
254,456,2025-11-28 08:05:28,915.07,delivered,AUS,credit_card
255,590,2025-11-28 08:06:22,1424.54,pending,USA,paypal
256,164,2025-11-28 08:01:45,1099.92,paid,USA,paypal
257,984,2025-11-28 08:01:51,3508.32,delivered,ITA,stripe
258,111,2025-11-28 08:06:31,1862.57,shipped,USA,credit_card
259,620,2025-11-28 08:06:24,3409.91,shipped,FRA,stripe
260,338,2025-11-28 08:01:53,1617.81,shipped,FRA,paypal
261,192,2025-11-28 08:07:33,1084.99,delivered,CAN,paypal
262,812,2025-11-28 08:04:45,2124.9,pending,CAN,stripe
263,323,2025-11-28 08:02:33,1950.13,delivered,AUS,stripe
264,454,2025-11-28 08:01:41,645.82,pending,AUS,stripe
265,860,2025-11-28 08:06:19,1717.3,paid,ITA,stripe
266,779,2025-11-28 08:07:34,1354.82,delivered,ITA,stripe
267,801,2025-11-28 08:06:18,1947.75,shipped,DEU,credit_card
268,757,2025-11-28 08:05:26,2182.96,paid,ITA,stripe
269,166,2025-11-28 08:06:49,1693.8,pending,DEU,credit_card
270,726,2025-11-28 08:04:53,1226.24,paid,CAN,credit_card
271,212,2025-11-28 08:05:57,1709.05,paid,GBR,paypal
272,764,2025-11-28 08:04:40,901.49,delivered,DEU,paypal
273,444,2025-11-28 08:04:03,2497.22,shipped,GBR,stripe
274,390,2025-11-28 08:02:58,800.64,paid,ESP,stripe
275,332,2025-11-28 08:06:24,1613.14,shipped,USA,credit_card
276,114,2025-11-28 08:01:49,581.46,shipped,DEU,stripe
277,174,2025-11-28 08:05:59,1703.34,cancelled,FRA,stripe
278,783,2025-11-28 08:03:21,1619.53,shipped,DEU,credit_card
279,460,2025-11-28 08:01:51,3766.79,delivered,FRA,paypal
280,70,2025-11-28 08:02:07,279.4,paid,ITA,stripe
281,935,2025-11-28 08:03:54,384.75,shipped,CAN,credit_card
282,864,2025-11-28 08:04:43,1029.62,delivered,USA,paypal
283,99,2025-11-28 08:01:45,1092.27,delivered,USA,credit_card
284,36,2025-11-28 08:06:27,470.25,paid,GBR,credit_card
285,276,2025-11-28 08:07:39,2332.31,shipped,CAN,credit_card
286,94,2025-11-28 08:02:29,864.81,shipped,DEU,paypal
287,746,2025-11-28 08:06:01,1847.22,cancelled,FRA,credit_card
288,888,2025-11-28 08:04:24,2897.55,paid,GBR,stripe
289,219,2025-11-28 08:06:41,1066.01,shipped,DEU,paypal
290,197,2025-11-28 08:02:47,841.39,paid,ITA,stripe
291,372,2025-11-28 08:07:08,885.52,paid,GBR,stripe
292,757,2025-11-28 08:07:04,2223.86,paid,ITA,credit_card
293,282,2025-11-28 08:04:03,576.61,delivered,ESP,paypal
294,565,2025-11-28 08:06:13,1080.48,delivered,AUS,credit_card
295,40,2025-11-28 08:05:01,545.09,delivered,ITA,paypal
296,311,2025-11-28 08:06:04,471.15,shipped,DEU,credit_card
297,563,2025-11-28 08:04:36,1696.73,shipped,AUS,stripe
298,315,2025-11-28 08:03:23,1444.27,paid,USA,paypal
299,501,2025-11-28 08:04:07,541.64,delivered,GBR,credit_card
300,734,2025-11-28 08:04:15,435.08,shipped,ESP,credit_card
301,57,2025-11-28 08:03:45,699.84,delivered,USA,paypal
302,156,2025-11-28 08:05:37,544.98,shipped,ESP,stripe
303,327,2025-11-28 08:06:12,299.79,paid,CAN,stripe
304,812,2025-11-28 08:02:39,894.45,paid,CAN,credit_card
305,131,2025-11-28 08:05:32,415.79,paid,AUS,stripe
306,115,2025-11-28 08:03:53,1666.2,delivered,AUS,stripe
307,134,2025-11-28 08:03:48,480.1,paid,ESP,credit_card
308,540,2025-11-28 08:02:21,3240.6,paid,ESP,paypal
309,904,2025-11-28 08:02:45,1984.05,delivered,ITA,stripe
310,355,2025-11-28 08:04:47,1542.87,delivered,FRA,stripe
311,732,2025-11-28 08:06:02,1377.84,shipped,GBR,paypal
312,859,2025-11-28 08:02:48,611.88,cancelled,ITA,stripe
313,689,2025-11-28 08:02:27,610.25,paid,AUS,stripe
314,368,2025-11-28 08:06:29,1774.93,shipped,DEU,credit_card
315,594,2025-11-28 08:02:58,2985.53,paid,CAN,stripe
316,874,2025-11-28 08:06:58,1267.69,paid,USA,paypal
317,471,2025-11-28 08:03:41,15.12,paid,GBR,paypal
318,967,2025-11-28 08:03:18,1186.7,delivered,USA,paypal
319,145,2025-11-28 08:01:51,1187.0,shipped,CAN,credit_card
320,924,2025-11-28 08:03:02,2339.0,paid,GBR,stripe
321,887,2025-11-28 08:04:19,1503.95,pending,AUS,paypal
322,227,2025-11-28 08:02:13,78.74,shipped,ITA,paypal
323,2,2025-11-28 08:07:18,2175.04,delivered,ESP,credit_card
324,679,2025-11-28 08:07:06,2734.52,paid,CAN,paypal
325,530,2025-11-28 08:03:29,1124.04,paid,USA,paypal
326,970,2025-11-28 08:05:41,1407.22,paid,CAN,stripe
327,289,2025-11-28 08:02:40,2946.25,paid,AUS,credit_card
328,832,2025-11-28 08:02:57,2805.01,shipped,ITA,credit_card
329,264,2025-11-28 08:06:55,1536.93,paid,USA,stripe
330,733,2025-11-28 08:02:47,2171.31,paid,ESP,stripe
331,293,2025-11-28 08:04:28,924.58,paid,AUS,paypal
332,577,2025-11-28 08:05:46,2778.67,paid,ESP,stripe
333,978,2025-11-28 08:04:55,2865.26,shipped,DEU,stripe
334,118,2025-11-28 08:03:19,3032.1,shipped,GBR,credit_card
335,645,2025-11-28 08:03:01,256.6,paid,FRA,credit_card
336,42,2025-11-28 08:01:57,1463.01,paid,AUS,stripe
337,999,2025-11-28 08:03:07,1223.96,shipped,CAN,stripe
338,602,2025-11-28 08:02:02,79.78,paid,DEU,paypal
339,399,2025-11-28 08:07:14,1909.7,shipped,AUS,paypal
340,140,2025-11-28 08:05:22,991.29,paid,AUS,credit_card
341,910,2025-11-28 08:05:31,1106.7,shipped,ESP,stripe
342,384,2025-11-28 08:05:46,2200.47,pending,DEU,credit_card
343,177,2025-11-28 08:02:35,423.98,delivered,USA,credit_card
344,977,2025-11-28 08:05:03,3427.7,paid,ESP,paypal
345,704,2025-11-28 08:02:45,612.52,delivered,DEU,credit_card
346,115,2025-11-28 08:01:40,556.47,paid,AUS,credit_card
347,507,2025-11-28 08:04:48,3106.1,delivered,ESP,credit_card
348,738,2025-11-28 08:04:53,1358.44,paid,DEU,credit_card
349,740,2025-11-28 08:06:02,1656.2,paid,AUS,paypal
350,725,2025-11-28 08:04:56,4133.31,delivered,AUS,stripe
351,537,2025-11-28 08:01:57,1220.17,paid,CAN,paypal
352,370,2025-11-28 08:05:27,2734.11,paid,FRA,paypal
353,179,2025-11-28 08:05:12,612.52,delivered,AUS,stripe
354,505,2025-11-28 08:07:21,1497.06,paid,FRA,stripe
355,110,2025-11-28 08:03:42,1150.31,paid,ITA,paypal
356,13,2025-11-28 08:05:56,366.25,cancelled,CAN,credit_card
357,987,2025-11-28 08:06:39,2253.14,paid,FRA,paypal
358,142,2025-11-28 08:03:28,1731.65,pending,FRA,credit_card
359,125,2025-11-28 08:05:09,1923.19,shipped,FRA,stripe
360,994,2025-11-28 08:06:45,1327.25,cancelled,CAN,credit_card
361,737,2025-11-28 08:04:17,2344.14,delivered,ESP,credit_card
362,677,2025-11-28 08:06:30,362.12,delivered,GBR,paypal
363,653,2025-11-28 08:07:32,403.07,shipped,GBR,paypal
364,172,2025-11-28 08:04:48,2055.08,cancelled,ESP,credit_card
365,243,2025-11-28 08:06:08,2047.03,paid,GBR,paypal
366,958,2025-11-28 08:07:11,1558.93,delivered,AUS,paypal
367,526,2025-11-28 08:07:02,217.54,paid,ITA,credit_card
368,879,2025-11-28 08:02:23,1885.78,pending,ESP,credit_card
369,70,2025-11-28 08:01:57,1910.01,cancelled,ITA,paypal
370,582,2025-11-28 08:05:10,357.0,shipped,USA,stripe
371,692,2025-11-28 08:02:56,3929.89,paid,DEU,credit_card
372,733,2025-11-28 08:01:46,2653.76,cancelled,ESP,credit_card
373,106,2025-11-28 08:05:22,4310.71,paid,GBR,credit_card
374,645,2025-11-28 08:03:40,590.49,paid,FRA,credit_card
375,592,2025-11-28 08:03:14,1276.5,paid,USA,paypal
376,371,2025-11-28 08:02:14,702.04,paid,CAN,paypal
377,282,2025-11-28 08:05:37,139.26,shipped,ESP,stripe
378,329,2025-11-28 08:05:36,1252.72,delivered,GBR,credit_card
379,20,2025-11-28 08:02:40,2456.92,shipped,CAN,paypal
380,685,2025-11-28 08:02:56,1427.0,delivered,FRA,stripe
381,260,2025-11-28 08:06:06,2225.15,paid,DEU,paypal
382,796,2025-11-28 08:04:04,2719.92,pending,CAN,credit_card
383,42,2025-11-28 08:06:26,2704.75,paid,AUS,paypal
384,904,2025-11-28 08:04:35,851.48,delivered,ITA,paypal
385,341,2025-11-28 08:04:12,1650.16,paid,AUS,credit_card
386,577,2025-11-28 08:04:12,1559.04,paid,ESP,credit_card
387,939,2025-11-28 08:04:11,34.78,cancelled,USA,paypal
388,330,2025-11-28 08:07:08,2516.1,delivered,ESP,paypal
389,109,2025-11-28 08:04:27,2465.13,shipped,DEU,credit_card
390,483,2025-11-28 08:06:07,1018.87,paid,FRA,stripe
391,422,2025-11-28 08:04:51,520.0,delivered,USA,paypal
392,60,2025-11-28 08:05:16,647.42,paid,FRA,stripe
393,596,2025-11-28 08:02:00,1877.68,delivered,USA,stripe
394,513,2025-11-28 08:07:12,1563.55,paid,GBR,stripe
395,902,2025-11-28 08:04:17,633.46,delivered,CAN,paypal
396,495,2025-11-28 08:02:39,2014.43,shipped,ITA,credit_card
397,27,2025-11-28 08:03:37,160.25,pending,FRA,stripe
398,645,2025-11-28 08:03:26,2665.86,paid,FRA,credit_card
399,774,2025-11-28 08:03:17,1211.19,shipped,GBR,paypal
400,358,2025-11-28 08:07:19,1418.99,shipped,ITA,paypal
401,139,2025-11-28 08:06:18,992.18,paid,DEU,paypal
402,449,2025-11-28 08:01:58,2359.99,shipped,ESP,stripe
403,440,2025-11-28 08:04:40,1036.96,paid,FRA,stripe
404,208,2025-11-28 08:06:33,768.41,cancelled,ITA,paypal
405,438,2025-11-28 08:02:16,704.16,paid,USA,stripe
406,792,2025-11-28 08:07:22,422.03,shipped,AUS,credit_card
407,263,2025-11-28 08:02:07,2115.94,delivered,USA,stripe
408,866,2025-11-28 08:04:20,270.31,paid,CAN,credit_card
409,964,2025-11-28 08:03:26,628.04,delivered,AUS,paypal
410,336,2025-11-28 08:02:02,1831.98,paid,CAN,stripe
411,498,2025-11-28 08:01:48,2564.86,delivered,USA,credit_card
412,741,2025-11-28 08:06:43,1034.25,paid,AUS,credit_card
413,420,2025-11-28 08:06:07,1790.87,paid,FRA,credit_card
414,685,2025-11-28 08:05:32,2363.56,paid,FRA,stripe
415,612,2025-11-28 08:02:11,3064.92,delivered,USA,stripe
416,370,2025-11-28 08:07:11,1829.74,pending,FRA,stripe
